Country,National Flag,Area,Population,Iso,Capital,Continent,Tld,Currency Code,Currency Name,Phone,Postal Code Format,Postal Code Regex,Languages,Neighbours
Afghanistan,/places/static/images/flags/af.png,"647,500 square kilometres","29,121,286",AF,Kabul,/places/default/continent/AS,.af,AFN,Afghani,93,,,"fa-AF,ps,uz-AF,tk",
